miRNA,mLi_1,mLi_2,mLi_3,mLu_1,mLu_2,mLu_3,nCR_1,nCR_2,nCR_3,nLi_1,nLi_2,nLi_3,nLu_1,nLu_2,nLu_3,pCRC_1,pCRC_2,pCRC_3
Hsa-Mir-430-P39b_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P3_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P3_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P41_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P42_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P43_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P43_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P44_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P44_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P45_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P46_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P47_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P48_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P49_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P49_5p/430-P50_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P4_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P4_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P50_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P5_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P5_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P6_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P6_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P7_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9668,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P7_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P8a_3p/430-P8b_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P8a_5p*/430-P8b_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P9a_3p*/430-P9b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P9a_5p/430-P9b_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-431_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4065,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-431_5p,14.8307,7.1131,14.3162,0.0,4.6811,7.525,0.0,0.0,0.0,0.0,3.2074,10.8131,0.0,0.0,0.0,20.965,19.3587,22.1997
Hsa-Mir-432_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-432_5p,39.5486,9.9584,36.813,0.0,0.0,13.1688,25.1982,16.2081,11.813,30.7809,8.0186,29.736,19.9171,12.1154,0.0,0.0,17.2077,28.8596
Hsa-Mir-433_3p,13.1829,5.6905,14.3162,0.0,0.0,3.7625,0.0,0.0,7.8753,7.6952,0.0,0.0,0.0,0.0,3.7628,0.0,0.0,0.0
Hsa-Mir-433_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4424_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4424_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4428_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4428_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-448_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-448_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-450-P1_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-450-P1_5p/450-P2_5p,79.0972,8.5357,0.0,4.3604,9.3622,7.525,0.0,4.4204,7.8753,15.3904,49.7154,27.0327,0.0,0.0,5.6441,0.0,34.4155,22.1997
Hsa-Mir-450-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-450-P3_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-450-P3_5p,126.8852,38.4109,16.3613,23.9821,37.4486,28.2189,0.0,4.4204,5.9065,48.0951,99.4308,45.9556,7.9668,0.0,18.8138,16.772,30.1135,48.8394
Hsa-Mir-451_5p,2714.0239,226.1974,239.2844,1316.8365,727.9077,3361.8093,16414.1382,15427.1872,7473.6915,1542.8922,3337.348,2146.3984,2868.0574,2781.7018,19660.4481,11648.1406,6465.8093,759.2306
Hsa-Mir-452-v1_3p*/452-v2_3p*,8.2393,12.8036,10.2258,10.901,21.0649,11.2876,7.5595,2.9469,0.0,0.0,9.6223,0.0,0.0,4.8462,7.5255,0.0,17.2077,24.4197
Hsa-Mir-452-v1_5p,16.4786,29.8751,51.1291,54.5048,166.1783,50.794,37.7974,22.102,9.8442,11.5428,14.4335,27.0327,47.801,26.6539,43.2718,75.4739,107.5484,88.7989
Hsa-Mir-452-v2_5p,0.0,0.0,18.4065,19.6217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8138,25.158,23.6606,0.0
Hsa-Mir-4524_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4524_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-455-v1_3p*,41.1965,0.0,51.1291,28.3425,23.4054,0.0,40.3172,0.0,0.0,161.5997,134.7127,510.9185,0.0,26.6539,22.5766,20.965,40.8684,22.1997
Hsa-Mir-455-v1_5p/455-v2_5p*,164.7859,36.9882,28.6323,65.4058,128.7296,90.3004,75.5947,47.1509,55.1273,209.6948,275.8404,148.68,15.9337,46.0386,60.2042,146.7548,86.0387,102.1187
Hsa-Mir-455-v2_3p,24.7179,4.2679,40.9033,0.0,16.3838,9.4063,15.1189,8.8408,13.7818,155.8283,73.7713,467.6662,7.9668,16.9616,7.5255,29.351,51.6232,8.8799
Hsa-Mir-459_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-459_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4637_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4637_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4661_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4661_5p,0.0,0.0,6.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4529,0.0
Hsa-Mir-4662_3p*,0.0,2.8452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4662_5p,6.5914,14.2262,0.0,13.0812,0.0,0.0,5.0396,0.0,5.9065,44.2475,46.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4664_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4664_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4677_3p,0.0,7.1131,0.0,13.0812,21.0649,15.0501,0.0,0.0,0.0,5.7714,4.8112,0.0,7.9668,0.0,15.0511,8.386,10.7548,4.4399
Hsa-Mir-4677_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4728_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4728_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4731_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4731_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4739_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4739_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4761_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4761_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4766_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4766_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4773_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-4773_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-483_3p*,253.7703,2.8452,6.1355,0.0,393.2106,0.0,0.0,0.0,0.0,311.6565,118.6755,356.832,0.0,0.0,0.0,0.0,4.3019,0.0
Hsa-Mir-483_5p,79.0972,0.0,0.0,0.0,355.7619,0.0,0.0,0.0,0.0,161.5997,76.9787,313.5796,0.0,4.8462,0.0,0.0,0.0,0.0
Hsa-Mir-486_3p*,8.2393,0.0,0.0,0.0,0.0,0.0,15.1189,8.8408,0.0,5.7714,8.0186,18.9229,15.9337,4.8462,9.4069,0.0,15.0568,0.0
Hsa-Mir-486_5p,1745.0828,496.4961,1764.9778,939.6632,437.6808,1821.0584,15544.7987,11473.8784,5227.2526,9919.1424,5654.728,21177.4374,64933.6164,20227.9154,21114.7568,10637.6288,11722.7747,1383.043
Hsa-Mir-488_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-488_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-489_3p,4.9436,2.8452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7714,0.0,0.0,7.9668,14.5385,7.5255,0.0,0.0,0.0
Hsa-Mir-489_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-490_3p,4.9436,0.0,0.0,0.0,0.0,3.7625,0.0,5.8939,76.7845,11.5428,20.8484,13.5164,11.9502,0.0,11.2883,0.0,0.0,28.8596
Hsa-Mir-490_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-491_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-491_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-493_3p*,18.1265,15.6489,14.3162,8.7208,16.3838,0.0,0.0,0.0,5.9065,0.0,8.0186,18.9229,0.0,0.0,11.2883,29.351,19.3587,22.1997
Hsa-Mir-493_5p,65.9144,32.7204,32.7226,26.1623,28.0865,33.8627,12.5991,7.3673,9.8442,15.3904,14.4335,37.8458,0.0,7.2693,13.1697,29.351,49.4723,26.6397
Hsa-Mir-498_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-498_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-499_3p*,3.2957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-499_5p,108.7587,5.6905,0.0,8.7208,4.6811,0.0,7.5595,2.9469,0.0,0.0,6.4149,0.0,0.0,0.0,0.0,0.0,4.3019,0.0
Hsa-Mir-5000_3p,0.0,0.0,0.0,0.0,9.3622,3.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7628,0.0,0.0,0.0
Hsa-Mir-5000_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5010_3p*,0.0,0.0,20.4517,0.0,0.0,0.0,7.5595,2.9469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5010_5p,0.0,0.0,4.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4065,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-504-v1_3p*/504-v2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-504-v1_5p/504-v2_5p,6.5914,11.381,6.1355,0.0,0.0,0.0,0.0,0.0,7.8753,7.6952,0.0,29.736,23.9005,4.8462,3.7628,0.0,0.0,0.0
Hsa-Mir-505-v1_3p*/505-v2_3p*,47.7879,27.0299,36.813,17.4415,44.4702,13.1688,62.9956,32.4162,19.6883,86.5713,110.6569,100.0211,0.0,16.9616,20.6952,50.3159,103.2465,31.0796
Hsa-Mir-505-v1_5p/505-v2_5p,0.0,0.0,8.1807,0.0,0.0,0.0,5.0396,0.0,0.0,7.6952,6.4149,18.9229,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P10_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P10_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P11_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P11_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P12_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P12_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P13_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P13_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P1_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P1_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P2_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P3_3p,0.0,0.0,0.0,4.3604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P3_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P4a1_3p/506-P4a2_3p/506-P4b_3p,0.0,9.9584,0.0,10.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2693,9.4069,0.0,0.0,4.4399
Hsa-Mir-506-P4a1_5p*/506-P4a2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P4b_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P5_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P5_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6a1_3p*/506-P6a2_3p*/506-P6c_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6a1_5p/506-P6a2_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6b_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6c_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P7a_3p/506-P7b_3p/506-P7c_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P7a_5p*/506-P7b_5p*/506-P7c_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P8_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P8_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P9_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-506-P9_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5094_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5094_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-511_3p,3.2957,0.0,0.0,4.3604,7.0216,11.2876,5.0396,2.9469,0.0,0.0,4.8112,0.0,0.0,0.0,16.9324,0.0,0.0,6.6599
Hsa-Mir-511_5p,0.0,0.0,0.0,6.5406,7.0216,3.7625,0.0,4.4204,3.9377,17.3143,17.641,18.9229,19.9171,19.3847,37.6277,0.0,6.4529,0.0
Hsa-Mir-5194_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5194_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-541_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-541_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-542-v1_3p/542-v2_3p,39.5486,7.1131,4.0903,10.901,32.7675,45.1502,0.0,0.0,0.0,30.7809,12.8298,8.1098,11.9502,0.0,28.2207,0.0,10.7548,6.6599
Hsa-Mir-542-v1_5p*/542-v2_5p*,8.2393,0.0,0.0,0.0,0.0,3.7625,0.0,0.0,0.0,0.0,8.0186,0.0,7.9668,0.0,3.7628,0.0,4.3019,0.0
Hsa-Mir-544_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-544_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-550-P1_3p/550-P2_3p/550-P3_3p,3.2957,8.5357,12.271,0.0,9.3622,0.0,7.5595,4.4204,7.8753,3.8476,3.2074,8.1098,0.0,0.0,5.6441,12.579,6.4529,4.4399
Hsa-Mir-550-P1_5p*/550-P2_5p*/550-P3_5p*,0.0,8.5357,14.3162,0.0,9.3622,0.0,5.0396,7.3673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4529,4.4399
Hsa-Mir-551-P1_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7628,0.0,0.0,0.0
