miRNA,mLi_1,mLi_2,mLi_3,mLu_1,mLu_2,mLu_3,nCR_1,nCR_2,nCR_3,nLi_1,nLi_2,nLi_3,nLu_1,nLu_2,nLu_3,pCRC_1,pCRC_2,pCRC_3
Hsa-Mir-32_5p,95.5758,58.3276,10.2258,15.2614,35.1081,50.794,22.6784,17.6816,31.5013,26.9333,59.3378,10.8131,23.9005,12.1154,90.3064,46.1229,30.1135,35.5196
Hsa-Mir-33-P1_3p*,8.2393,0.0,0.0,10.901,7.0216,7.525,0.0,4.4204,0.0,0.0,11.2261,8.1098,0.0,0.0,7.5255,0.0,6.4529,0.0
Hsa-Mir-33-P1_5p,18.1265,8.5357,6.1355,21.8019,9.3622,13.1688,0.0,0.0,0.0,0.0,12.8298,0.0,0.0,0.0,9.4069,20.965,10.7548,11.0999
Hsa-Mir-33-P2_3p*,8.2393,0.0,0.0,0.0,9.3622,0.0,0.0,4.4204,0.0,15.3904,17.641,0.0,0.0,0.0,0.0,0.0,10.7548,6.6599
Hsa-Mir-33-P2_5p,42.8443,18.4941,0.0,17.4415,44.4702,13.1688,0.0,4.4204,7.8753,11.5428,49.7154,10.8131,0.0,0.0,28.2207,50.3159,6.4529,33.2996
Hsa-Mir-330-v1_3p/330-v2_3p,0.0,9.9584,18.4065,0.0,0.0,5.6438,10.0793,0.0,0.0,0.0,0.0,5.4065,0.0,7.2693,0.0,25.158,0.0,0.0
Hsa-Mir-330-v1_5p*/330-v2_5p*,54.3794,21.3394,4.0903,0.0,23.4054,20.6938,37.7974,4.4204,3.9377,0.0,16.0372,0.0,0.0,0.0,5.6441,46.1229,23.6606,11.0999
Hsa-Mir-331_3p,214.2217,38.4109,267.9167,39.2435,152.135,75.2503,309.9384,156.1874,210.6652,240.4757,121.883,159.4931,298.756,227.77,99.7133,155.1408,260.2671,106.5587
Hsa-Mir-331_5p*,0.0,5.6905,6.1355,8.7208,11.7027,5.6438,0.0,8.8408,0.0,5.7714,0.0,0.0,0.0,4.8462,7.5255,0.0,0.0,0.0
Hsa-Mir-335_3p*,856.8867,386.954,476.5235,662.7787,1090.6912,472.1959,168.8283,169.4486,106.317,215.4662,142.7314,108.1309,119.5024,140.5389,218.2404,327.0536,559.2516,332.9959
Hsa-Mir-335_5p,571.8071,293.0607,237.2392,174.4154,339.3782,182.4821,93.2335,86.9345,74.8157,315.5041,142.7314,224.3716,203.1541,205.9622,364.9882,75.4739,169.9265,73.2591
Hsa-Mir-337_3p,14.8307,9.9584,6.1355,0.0,11.7027,7.525,5.0396,8.8408,5.9065,9.619,11.2261,0.0,0.0,4.8462,3.7628,0.0,17.2077,0.0
Hsa-Mir-337_5p*,0.0,0.0,0.0,0.0,0.0,3.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1_3p,97.2237,160.7566,10.2258,58.8652,220.0107,199.4134,221.7446,138.5058,307.138,28.8571,52.9229,45.9556,306.7228,215.6546,716.8068,88.0529,40.8684,102.1187
Hsa-Mir-338-P1_5p*,4.9436,0.0,6.1355,6.5406,18.7243,13.1688,17.6388,16.2081,27.5637,9.619,9.6223,0.0,43.8175,21.8078,39.509,0.0,10.7548,0.0
Hsa-Mir-339_3p,95.5758,193.477,163.6132,47.9642,154.4756,56.4378,110.8723,41.257,29.5325,84.6475,91.4122,40.5491,95.6019,29.077,69.6112,75.4739,197.889,73.2591
Hsa-Mir-339_5p,77.4494,73.9765,137.0261,58.8652,156.8161,77.1316,83.1542,57.4652,35.439,59.638,24.0558,16.2196,31.8673,38.7694,47.0346,58.7019,137.6619,44.3995
Hsa-Mir-34-P1_3p*,4.9436,0.0,0.0,4.3604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P1_5p,382.3033,106.6969,120.6648,189.6768,194.2647,276.545,269.6212,197.4444,307.138,128.895,141.1276,143.2734,167.3033,290.7702,378.1579,67.0879,286.0787,153.1781
Hsa-Mir-34-P2a_3p*,3.2957,0.0,0.0,4.3604,0.0,16.9313,0.0,0.0,0.0,0.0,0.0,0.0,103.5687,84.808,58.3229,0.0,0.0,0.0
Hsa-Mir-34-P2a_5p,24.7179,0.0,0.0,37.0633,30.427,114.7568,0.0,0.0,0.0,0.0,0.0,0.0,59.7512,43.6155,222.0031,0.0,0.0,0.0
Hsa-Mir-34-P2b_3p*,0.0,0.0,0.0,0.0,0.0,16.9313,0.0,0.0,0.0,0.0,0.0,0.0,115.519,84.808,79.0181,12.579,0.0,4.4399
Hsa-Mir-34-P2b_5p,238.9396,18.4941,10.2258,176.5956,138.0918,820.2288,12.5991,16.2081,21.6572,0.0,0.0,0.0,621.4124,644.5407,2199.3362,0.0,6.4529,42.1795
Hsa-Mir-34-P3a_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3a_5p/34-P3b_5p,0.0,0.0,0.0,10.901,11.7027,52.6752,0.0,0.0,0.0,0.0,0.0,0.0,27.8839,31.5001,60.2042,0.0,0.0,0.0
Hsa-Mir-34-P3b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_5p,0.0,0.0,0.0,0.0,7.0216,28.2189,0.0,0.0,0.0,0.0,0.0,0.0,15.9337,46.0386,18.8138,0.0,0.0,0.0
Hsa-Mir-340_3p*,21.4222,17.0715,4.0903,8.7208,9.3622,0.0,7.5595,11.7877,7.8753,13.4666,36.8856,32.4393,0.0,7.2693,13.1697,0.0,15.0568,11.0999
Hsa-Mir-340_5p,777.7895,224.7747,194.2907,645.3371,819.1887,707.3533,330.097,287.3258,236.26,504.0371,1181.944,521.7316,362.4906,593.6559,848.5035,461.2295,438.7974,386.2752
Hsa-Mir-342_3p,492.7099,139.4172,306.7748,296.5062,276.1836,825.8726,1212.0357,481.8233,303.2003,663.713,166.7872,470.3694,701.0807,1587.1208,739.3834,213.8428,449.5523,119.8785
Hsa-Mir-342_5p*,13.1829,17.0715,12.271,0.0,0.0,0.0,30.2379,4.4204,5.9065,34.6285,4.8112,37.8458,43.8175,26.6539,13.1697,0.0,8.6039,8.8799
Hsa-Mir-345_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-345_5p,260.3617,156.4887,188.1552,85.0275,152.135,122.2818,131.0309,76.6202,39.3767,182.7615,166.7872,173.0094,147.3863,79.9618,107.2388,306.0886,387.1742,99.8988
Hsa-Mir-346_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-346_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3605_3p,0.0,27.0299,16.3613,0.0,0.0,0.0,0.0,4.4204,0.0,13.4666,6.4149,27.0327,15.9337,14.5385,0.0,0.0,10.7548,6.6599
Hsa-Mir-3605_5p,4.9436,0.0,4.0903,0.0,0.0,0.0,0.0,0.0,0.0,5.7714,0.0,5.4065,11.9502,7.2693,0.0,0.0,0.0,4.4399
Hsa-Mir-361-v1_3p*/361-v2_3p,169.7295,231.8879,235.194,82.8473,112.3459,84.6566,239.3833,148.82,96.4728,427.0849,189.2393,297.36,386.3911,176.8852,144.8665,201.2638,217.2478,215.3373
Hsa-Mir-361-v1_5p/361-v2_5p*,286.7275,186.3639,433.5751,194.0372,245.7566,165.5508,274.6609,235.7545,171.2885,450.1705,165.1835,254.1076,286.8057,387.6936,223.8845,184.4918,305.4374,128.7584
Hsa-Mir-3611_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3611_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3612_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3612_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3613_3p*,6.5914,0.0,6.1355,8.7208,14.0432,0.0,15.1189,0.0,0.0,13.4666,4.8112,5.4065,0.0,14.5385,7.5255,0.0,21.5097,0.0
Hsa-Mir-3613_5p,79.0972,5.6905,0.0,26.1623,28.0865,69.6066,5.0396,10.3143,19.6883,5.7714,36.8856,0.0,11.9502,0.0,43.2718,33.544,32.2645,35.5196
Hsa-Mir-3614_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3614_5p,3.2957,0.0,0.0,0.0,4.6811,7.525,0.0,0.0,0.0,3.8476,0.0,0.0,11.9502,0.0,11.2883,12.579,0.0,8.8799
Hsa-Mir-3617_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3617_5p,0.0,0.0,0.0,0.0,0.0,7.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3619_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3619_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P1_3p*,9.8872,8.5357,0.0,6.5406,0.0,9.4063,0.0,0.0,0.0,0.0,3.2074,0.0,0.0,0.0,0.0,8.386,0.0,8.8799
Hsa-Mir-362-P1_5p,41.1965,15.6489,85.8969,45.7841,37.4486,13.1688,32.7577,79.5672,63.0027,32.7047,22.4521,8.1098,35.8507,24.2309,28.2207,16.772,141.9639,22.1997
Hsa-Mir-362-P2_3p/362-P4_3p,250.4746,163.6019,593.098,150.4333,624.9239,295.3576,294.8195,238.7015,169.3197,255.8662,134.7127,229.7782,258.9218,322.2703,225.7659,226.4217,802.311,308.5762
Hsa-Mir-362-P2_5p*/362-P5_5p,9.8872,4.2679,18.4065,0.0,9.3622,5.6438,5.0396,20.6285,9.8442,5.7714,3.2074,0.0,0.0,0.0,3.7628,0.0,34.4155,0.0
Hsa-Mir-362-P3_3p,46.1401,12.8036,87.9421,17.4415,74.8973,56.4378,42.837,54.5182,29.5325,46.1713,12.8298,43.2524,55.7678,138.1159,37.6277,33.544,118.3032,48.8394
Hsa-Mir-362-P3_5p*,4.9436,0.0,12.271,4.3604,7.0216,0.0,7.5595,13.2612,3.9377,5.7714,0.0,0.0,11.9502,7.2693,0.0,12.579,27.9626,6.6599
Hsa-Mir-362-P4_5p*,8.2393,0.0,0.0,0.0,4.6811,5.6438,7.5595,5.8939,0.0,5.7714,6.4149,0.0,11.9502,0.0,7.5255,0.0,6.4529,11.0999
Hsa-Mir-362-P5_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3622_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3622_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9668,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3667_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3667_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3681_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3681_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3690_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3690_5p,0.0,0.0,0.0,0.0,0.0,0.0,5.0396,0.0,0.0,3.8476,0.0,0.0,0.0,0.0,3.7628,0.0,0.0,0.0
Hsa-Mir-370_3p,18.1265,11.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5428,0.0,0.0,0.0,0.0,0.0,0.0,12.9058,0.0
Hsa-Mir-370_5p*,0.0,2.8452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4529,0.0
Hsa-Mir-374-P1_3p,243.8831,192.0544,30.6775,211.4787,437.6808,246.4449,35.2775,48.6244,88.5975,109.6569,222.9175,67.5818,19.9171,33.9232,193.7824,96.4389,90.3406,168.7179
Hsa-Mir-374-P1_5p,154.8988,110.9647,36.813,139.5323,154.4756,163.6695,105.8326,85.461,122.0677,128.895,145.9388,67.5818,71.7014,70.2695,127.934,134.1758,94.6426,88.7989
Hsa-Mir-374-P2_3p*,11.535,14.2262,0.0,10.901,37.4486,22.5751,0.0,0.0,0.0,15.3904,6.4149,5.4065,0.0,0.0,5.6441,12.579,0.0,8.8799
Hsa-Mir-374-P2_5p,98.8715,120.9231,143.1616,218.0193,196.6053,165.5508,133.5507,154.7139,179.1638,171.2187,88.2048,81.0982,139.4195,157.5005,141.1037,96.4389,126.9071,42.1795
Hsa-Mir-375_3p,6800.7145,12190.4724,3654.7106,4018.0956,2532.4633,1911.3589,31563.3245,22106.4078,11931.1302,1752.587,3914.6883,3119.5766,3863.9107,2527.2779,2289.6426,18709.1445,7906.9577,2182.2331
Hsa-Mir-375_5p*,0.0,0.0,0.0,0.0,0.0,0.0,10.0793,2.9469,3.9377,0.0,0.0,0.0,0.0,0.0,0.0,16.772,0.0,0.0
Hsa-Mir-376-P1_3p/376-P2_3p/376-P3_3p,4.9436,4.2679,8.1807,0.0,0.0,3.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6039,0.0
Hsa-Mir-376-P1_5p*,26.3657,4.2679,6.1355,0.0,7.0216,3.7625,0.0,4.4204,5.9065,9.619,9.6223,0.0,0.0,0.0,0.0,20.965,15.0568,13.3198
Hsa-Mir-376-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P3_5p*/376-P4_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P4_3p,39.5486,9.9584,14.3162,0.0,16.3838,15.0501,15.1189,27.9959,21.6572,34.6285,12.8298,0.0,0.0,0.0,7.5255,0.0,32.2645,0.0
Hsa-Mir-378_3p,2503.098,3126.9294,7673.4607,5167.0573,6106.4664,2825.6506,13609.5733,17084.8363,9222.0155,17085.3189,10770.605,12505.339,1724.8179,2054.7763,2624.5287,6297.8788,7416.5371,2957.0036
Hsa-Mir-378_5p*,16.4786,0.0,51.1291,41.4237,14.0432,22.5751,246.9428,244.5953,189.008,107.7331,32.0745,75.6916,0.0,16.9616,24.458,58.7019,60.2271,22.1997
Hsa-Mir-383_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-383_5p,0.0,8.5357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.619,3.2074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3909_3p,8.2393,4.2679,10.2258,6.5406,0.0,3.7625,0.0,2.9469,7.8753,26.9333,11.2261,56.7687,0.0,7.2693,9.4069,0.0,8.6039,6.6599
Hsa-Mir-3909_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3918_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3918_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3924_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3924_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3934_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3934_5p,0.0,0.0,0.0,0.0,0.0,0.0,10.0793,7.3673,0.0,0.0,0.0,0.0,0.0,0.0,7.5255,25.158,8.6039,0.0
Hsa-Mir-3940_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3940_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3942_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3942_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3944_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3944_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-423_3p,1071.1084,2254.8604,3108.6515,446.9396,718.5455,513.5836,1557.2517,956.2793,647.7462,1525.578,999.1196,2200.4639,2477.6829,1124.3115,637.7887,1161.4597,1686.3588,1176.5855
Hsa-Mir-423_5p,441.6262,1556.3516,1693.397,137.3522,287.8863,163.6695,662.7139,256.3831,236.26,1664.092,707.2419,3684.5605,2995.5266,680.8869,240.817,457.0365,810.9149,459.5343
Hsa-Mir-425_3p*,18.1265,17.0715,30.6775,45.7841,49.1513,48.9127,35.2775,39.7836,19.6883,23.0857,11.2261,5.4065,31.8673,26.6539,31.9835,0.0,30.1135,0.0
Hsa-Mir-425_5p,619.595,967.3849,1910.1845,721.6439,1383.2586,479.721,710.5906,632.1168,259.886,346.285,190.8431,302.7665,262.9053,232.6162,270.9191,687.6512,1365.8646,215.3373
Hsa-Mir-430-P11a_3p*/430-P11b_3p*/430-P13_3p*/430-P14_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P11a_5p/430-P11b_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8462,0.0,0.0,0.0,0.0
Hsa-Mir-430-P13_5p/430-P14_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7628,0.0,0.0,0.0
Hsa-Mir-430-P15a_3p/430-P15b_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P15a_5p*/430-P15b_5p*/430-P15c_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P15c_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P18_3p/430-P19_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P18_5p*/430-P19_5p*/430-P48_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P1_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P1_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P20_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3019,4.4399
Hsa-Mir-430-P20_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P21_3p/430-P24_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P21_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P22_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P22_5p/430-P24_5p*/430-P33_5p*/430-P45_5p/430-P46_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P23_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P23_5p/430-P25_5p/430-P27_5p/430-P28_5p*/430-P41_5p*/430-P42_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9502,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P25_3p/430-P26_3p/430-P27_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P26_5p*/430-P32_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P28_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P29_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P29_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P2_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P30_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P30_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P31_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P31_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P32_3p/430-P33_3p/430-P36_3p/430-P47_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P34_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P34_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P35_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P35_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P36_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P37a_3p/430-P37b_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P37a_5p*/430-P37b_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P39a_3p/430-P39b_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-430-P39a_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
